a,b,c,d,f,q,i,s,u,x,total_graded_students,total_students,total_surveys,surveys_completed,pending_surveys,course_assignments,expected_1,expected_2,expected_3,objectives_1,objectives_2,objectives_3,objectives_4,critical_thinking_1,critical_thinking_2,critical_thinking_3,critical_thinking_4,organization_1,organization_2,organization_3,organization_4,diverse_1,diverse_2,diverse_3,diverse_4,diverse_5,diverse_0,feedback_1,feedback_2,feedback_3,feedback_4,feedback_5,feedback_6,year,subject_code,course_number,campus_code,professor_name,a%,b%,c%,d%,f%,q%,i%,s%,u%,x%,mean_gpa,q_gpa,mean_expected,mean_objectives,mean_critical_thinking,mean_organization,mean_diverse,mean_feedback
15,14,2,1,0,0,0,0,0,0,32,32,32,12,20,1,0,0,12,0,0,2,10,0,0,2,10,0,0,1,11,2,0,1,3,6,0,1,0,0,1,4,6,2021,RDNG,468,1,Bing Han,46.875,43.75,6.25,3.125,0.0,0.0,0.0,0.0,0.0,0.0,3.344,3.344,3.0,3.833,3.833,3.917,3.917,5.083
50,1,0,0,0,0,0,0,0,1,51,52,26,19,7,1,3,9,7,3,6,5,5,2,6,6,5,1,4,5,9,0,3,3,8,4,1,0,2,4,7,3,3,2021,PHPM,680,1,Bita A. Kash,96.154,1.923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.923,3.98,3.98,2.211,2.632,2.737,3.158,3.722,4.053
82,37,7,1,2,0,0,0,0,0,129,129,129,29,100,2,0,4,25,0,3,5,21,0,0,6,23,1,4,10,14,3,0,8,9,5,4,0,1,5,6,9,8,2020,CVEN,305,1,Bjorn Birgisson,63.566,28.682,5.426,0.775,1.55,0.0,0.0,0.0,0.0,0.0,3.519,3.519,2.862,3.621,3.793,3.276,3.52,4.621
109,27,7,1,0,0,0,0,0,0,144,144,144,34,110,2,0,0,34,0,0,10,24,0,3,10,21,0,2,6,26,3,0,1,13,9,8,0,0,2,5,13,14,2020,CVEN,306,1,Bjorn Birgisson,75.694,18.75,4.861,0.694,0.0,0.0,0.0,0.0,0.0,0.0,3.694,3.694,3.0,3.706,3.529,3.706,3.962,5.147
42,81,43,4,7,1,0,0,0,0,177,178,177,97,80,4,0,13,84,0,4,35,58,0,2,20,75,0,3,30,64,6,0,4,47,39,1,2,1,9,35,29,21,2020,ENGR,102,1,Bjorn H. Bangstein,23.596,45.506,24.157,2.247,3.933,0.562,0.0,0.0,0.0,0.0,2.831,2.817,2.866,3.557,3.753,3.629,4.177,4.557
62,32,8,2,3,0,0,0,0,0,107,107,107,51,56,4,0,6,45,1,3,14,33,0,0,16,35,0,1,18,32,1,0,3,22,25,0,0,2,4,13,22,10,2020,ENGR,216,1,Bjorn H. Bangstein,57.944,29.907,7.477,1.869,2.804,0.0,0.0,0.0,0.0,0.0,3.383,3.383,2.882,3.549,3.686,3.608,4.373,4.667
61,11,2,0,0,0,0,0,0,0,74,74,74,42,32,5,0,1,41,0,1,10,31,0,0,14,28,0,0,11,31,2,0,1,12,27,0,0,0,3,6,16,17,2020,ENGR,217,1,Bjorn H. Bangstein,82.432,14.865,2.703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.797,3.797,2.976,3.714,3.667,3.738,4.476,5.119
56,1,0,0,0,0,0,0,0,0,57,57,57,19,38,1,2,3,14,1,1,6,11,1,3,3,12,2,4,5,8,1,0,2,5,10,1,2,2,1,3,5,6,2022,BUAD,720,1,Blake D. Petty,98.246,1.754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.982,3.982,2.632,3.421,3.368,3.0,4.278,4.316
31,8,1,0,1,0,0,0,0,0,41,41,41,15,26,2,0,0,15,0,0,1,14,0,0,2,13,0,0,2,13,0,0,0,4,11,0,0,0,0,0,4,11,2021,ICPE,612,1,Blake D. Petty,75.61,19.512,2.439,0.0,2.439,0.0,0.0,0.0,0.0,0.0,3.659,3.659,3.0,3.933,3.867,3.867,4.733,5.733
105,4,1,0,0,0,0,0,0,0,110,110,110,59,51,3,0,6,53,0,0,14,45,0,3,17,39,0,6,13,40,3,0,2,14,38,2,1,0,0,14,18,26,2021,MGMT,632,1,Blake D. Petty,95.455,3.636,0.909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.945,3.945,2.898,3.763,3.61,3.576,4.474,5.136
11,10,5,2,2,7,0,0,0,0,30,37,30,11,19,2,0,3,8,0,1,3,7,0,0,5,6,0,2,4,5,0,1,1,4,1,4,0,0,1,3,3,4,2020,MATH,168,1,Blake J. Boudreaux,29.73,27.027,13.514,5.405,5.405,18.919,0.0,0.0,0.0,0.0,2.867,2.419,2.727,3.545,3.545,3.273,3.714,4.909
7,3,2,1,1,0,0,0,0,0,14,14,14,3,11,1,0,0,3,0,1,0,2,0,1,2,0,0,0,0,3,0,0,1,1,1,0,0,0,0,2,1,0,2021,KINE,120,1,Blake Ritchey,50.0,21.429,14.286,7.143,7.143,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.333,2.667,4.0,4.0,4.333
354,38,12,5,4,7,0,0,0,0,413,420,413,93,320,2,0,2,91,2,4,24,63,1,5,32,55,0,2,12,79,11,0,8,35,39,0,4,1,6,20,26,36,2020,SPMT,304,1,Bo Yu,84.286,9.048,2.857,1.19,0.952,1.667,0.0,0.0,0.0,0.0,3.775,3.72,2.978,3.591,3.516,3.828,3.978,4.839
9,8,1,0,0,0,0,0,0,0,18,18,18,3,15,1,0,1,2,0,0,0,3,0,0,1,2,0,0,1,2,0,0,0,1,2,0,0,0,0,1,0,2,2021,SPMT,423,1,Bo Yu,50.0,44.444,5.556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.444,3.444,2.667,4.0,3.667,3.667,4.667,5.333
12,4,1,1,0,0,0,0,0,0,18,18,18,11,7,2,0,1,10,0,0,1,10,0,0,0,11,0,0,3,8,1,0,1,2,7,0,0,0,0,1,0,10,2021,PSYC,689,1,Bo Zhang,66.667,22.222,5.556,5.556,0.0,0.0,0.0,0.0,0.0,0.0,3.5,3.5,2.909,3.909,4.0,3.727,4.273,5.818
52,64,51,18,1,5,0,0,0,0,186,191,186,70,116,2,1,20,49,4,12,31,23,1,10,23,36,6,22,24,18,0,10,22,13,11,14,9,5,18,23,11,4,2022,MATH,251,1,Bo Zhu,27.225,33.508,26.702,9.424,0.524,2.618,0.0,0.0,0.0,0.0,2.796,2.736,2.686,3.043,3.343,2.771,3.446,3.486
100,43,17,7,3,12,1,0,0,0,170,183,171,81,90,4,2,17,62,2,6,27,46,0,3,22,56,1,4,28,48,1,1,17,24,28,10,3,1,15,26,23,13,2020,CSCE,421,1,Bobak Mortazavi,54.645,23.497,9.29,3.825,1.639,6.557,0.546,0.0,0.0,0.0,3.353,3.165,2.741,3.444,3.654,3.519,4.085,4.284
5,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,CSCE,491,1,Bobak Mortazavi,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
114,11,2,0,3,0,0,0,0,0,130,130,130,43,87,3,0,0,43,1,1,5,36,2,11,12,18,0,0,5,38,2,0,0,11,30,0,10,0,1,4,12,16,2020,ENGR,262,1,Boehm Rodney,87.692,8.462,1.538,0.0,2.308,0.0,0.0,0.0,0.0,0.0,3.792,3.792,3.0,3.767,3.07,3.884,4.558,4.302
48,29,2,0,1,0,0,0,0,0,80,80,80,30,50,3,1,2,27,0,1,3,26,0,1,9,20,1,0,8,21,3,0,0,8,18,1,1,0,1,4,12,12,2020,ENGR,312,1,Boehm Rodney,60.0,36.25,2.5,0.0,1.25,0.0,0.0,0.0,0.0,0.0,3.538,3.538,2.867,3.833,3.633,3.633,4.31,5.067
75,10,0,0,0,2,0,0,0,0,85,87,85,44,41,6,0,6,38,0,3,4,37,0,2,7,35,0,1,9,34,3,0,2,8,30,1,0,1,1,3,4,35,2020,ENGR,461,1,Boehm Rodney,86.207,11.494,0.0,0.0,0.0,2.299,0.0,0.0,0.0,0.0,3.882,3.805,2.864,3.773,3.75,3.75,4.442,5.614
63,9,4,0,0,0,0,0,0,0,76,76,76,23,53,3,0,0,23,0,2,2,19,1,5,6,11,0,0,5,18,0,0,0,6,16,1,2,0,1,6,8,6,2020,ENGR,462,1,Boehm Rodney,82.895,11.842,5.263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.776,3.776,3.0,3.739,3.174,3.783,4.727,4.565
15,1,0,0,1,0,0,0,0,0,17,17,17,8,9,2,0,0,8,0,0,2,6,0,1,3,4,0,0,3,5,1,0,0,2,4,1,0,0,0,3,2,3,2020,ENGR,612,1,Boehm Rodney,88.235,5.882,0.0,0.0,5.882,0.0,0.0,0.0,0.0,0.0,3.706,3.706,3.0,3.75,3.375,3.625,4.143,5.0
21,2,1,0,0,0,0,0,0,0,24,24,24,7,17,3,0,0,7,0,0,3,4,0,1,4,2,0,0,2,5,0,0,0,4,3,0,2,0,0,3,1,1,2020,ENGR,662,1,Boehm Rodney,87.5,8.333,4.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.833,3.833,3.0,3.571,3.143,3.714,4.429,3.571
22,9,6,1,1,12,0,0,0,0,39,51,39,7,32,1,0,2,5,0,0,4,3,0,0,0,7,0,0,3,4,1,0,1,2,1,2,0,0,0,2,2,3,2021,MATH,304,1,Bojan Popov,43.137,17.647,11.765,1.961,1.961,23.529,0.0,0.0,0.0,0.0,3.282,2.627,2.714,3.429,4.0,3.571,3.4,5.143
49,39,27,9,3,6,0,0,0,0,127,133,127,40,87,7,2,4,34,1,4,13,22,0,4,8,28,1,1,16,22,0,1,7,11,8,13,0,1,1,12,15,11,2020,MATH,412,1,Bojan Popov,36.842,29.323,20.301,6.767,2.256,4.511,0.0,0.0,0.0,0.0,2.961,2.85,2.8,3.4,3.6,3.475,3.963,4.85
16,8,5,1,1,1,0,0,0,0,31,32,31,16,15,1,0,0,16,1,0,5,10,1,0,5,10,0,0,3,13,1,0,4,5,4,2,0,0,0,3,8,5,2020,MATH,417,1,Bojan Popov,50.0,25.0,15.625,3.125,3.125,3.125,0.0,0.0,0.0,0.0,3.194,3.109,3.0,3.5,3.5,3.812,3.786,5.125
6,0,0,0,0,0,0,0,0,0,6,6,6,4,2,1,0,0,4,0,0,1,3,0,0,2,2,0,0,2,2,1,0,0,2,0,1,0,0,0,0,3,1,2022,MATH,638,1,Bojan Popov,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,3.75,3.5,3.5,3.0,5.25
33,9,6,1,0,0,0,0,0,0,49,49,49,27,22,1,0,0,27,0,0,2,25,0,2,7,18,0,0,6,21,6,0,0,9,11,1,0,0,1,3,11,12,2021,GEOG,201,1,Bonnie E. Bounds,67.347,18.367,12.245,2.041,0.0,0.0,0.0,0.0,0.0,0.0,3.51,3.51,3.0,3.926,3.593,3.778,3.731,5.259
153,75,17,3,4,2,0,0,0,0,252,254,252,193,59,3,2,5,186,0,6,33,154,0,12,85,96,1,1,13,178,22,1,9,69,89,3,9,2,7,60,64,51,2020,GEOG,304,1,Bonnie E. Bounds,60.236,29.528,6.693,1.181,1.575,0.787,0.0,0.0,0.0,0.0,3.468,3.445,2.953,3.767,3.435,3.907,4.063,4.663
56,21,7,1,0,0,0,0,0,0,85,85,85,54,31,1,1,4,49,1,3,9,41,0,7,22,25,0,0,7,47,10,0,6,16,22,0,3,0,4,14,18,15,2020,GEOG,306,1,Bonnie E. Bounds,65.882,24.706,8.235,1.176,0.0,0.0,0.0,0.0,0.0,0.0,3.553,3.553,2.889,3.667,3.333,3.87,3.741,4.648
18,2,1,0,0,0,0,0,0,0,21,21,21,6,15,1,0,1,5,0,0,1,5,0,0,3,3,0,0,2,4,1,0,0,1,4,0,0,0,0,1,3,2,2021,GEOG,380,1,Bonnie E. Bounds,85.714,9.524,4.762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.81,3.81,2.833,3.833,3.5,3.667,4.167,5.167
14,0,0,0,0,0,0,0,0,0,14,14,14,9,5,1,0,1,8,0,1,1,7,0,0,5,4,0,1,5,3,0,0,0,2,4,3,0,0,2,2,3,2,2022,AERO,402,1,Bonnie J. Dunbar,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.889,3.667,3.444,3.222,4.667,4.556
31,0,0,0,0,0,0,0,0,0,31,31,31,14,17,1,1,5,8,0,2,4,8,1,2,6,5,1,2,9,2,0,1,0,7,5,1,0,0,2,5,7,0,2022,AERO,607,1,Bonnie J. Dunbar,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.5,3.429,3.071,2.857,4.231,4.357
17,2,0,0,0,0,0,0,0,0,19,19,19,9,10,2,2,2,5,0,1,3,5,0,0,5,4,0,3,4,2,0,0,0,5,3,1,4,0,0,2,2,1,2020,AERO,689,1,Bonnie J. Dunbar,89.474,10.526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.895,3.895,2.333,3.444,3.444,2.889,4.375,3.111
99,0,0,0,0,0,0,0,0,0,99,99,99,29,70,2,0,3,26,0,2,3,24,0,3,7,19,0,2,9,18,4,0,6,6,5,8,1,1,2,8,7,10,2020,COSC,175,1,Boong-Yeol Ryoo,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.897,3.759,3.552,3.552,3.381,4.69
54,27,7,0,0,1,0,0,0,0,88,89,90,47,43,3,8,14,25,1,11,17,18,1,6,13,27,4,16,15,12,6,2,10,13,14,2,4,6,11,8,9,9,2020,COSC,602,1,Boong-Yeol Ryoo,60.674,30.337,7.865,0.0,0.0,1.124,0.0,0.0,0.0,0.0,3.534,3.5,2.362,3.106,3.404,2.745,3.6,3.83
46,33,14,0,0,1,0,0,0,0,93,94,93,25,68,2,2,13,10,3,6,7,9,1,6,8,10,6,2,9,8,2,4,3,8,7,1,1,4,4,4,5,7,2021,COSC,603,1,Boong-Yeol Ryoo,48.936,35.106,14.894,0.0,0.0,1.064,0.0,0.0,0.0,0.0,3.344,3.314,2.32,2.88,3.08,2.76,3.583,4.16
43,7,2,0,0,3,0,0,0,0,52,55,52,20,32,2,0,3,17,0,1,4,15,0,1,4,15,0,1,5,14,1,0,1,5,13,0,0,0,1,1,5,13,2020,EHRD,371,1,Bora Jin,78.182,12.727,3.636,0.0,0.0,5.455,0.0,0.0,0.0,0.0,3.788,3.609,2.85,3.7,3.7,3.65,4.45,5.5
120,107,112,27,16,33,1,0,0,0,382,416,383,158,225,5,0,7,151,2,9,47,100,0,4,34,120,3,2,43,110,2,4,35,45,51,21,4,1,11,31,51,60,2022,MATH,140,1,Bradford A. Garcia,28.846,25.721,26.923,6.49,3.846,7.933,0.24,0.0,0.0,0.0,2.754,2.575,2.956,3.551,3.734,3.646,4.015,4.924
9,13,14,8,3,12,0,0,0,0,47,59,47,16,31,1,0,0,16,0,0,3,13,0,0,3,13,0,1,3,12,0,0,2,3,5,6,1,0,0,1,4,10,2021,MATH,142,1,Bradford A. Garcia,15.254,22.034,23.729,13.559,5.085,20.339,0.0,0.0,0.0,0.0,2.362,1.983,3.0,3.812,3.812,3.688,4.3,5.312
72,55,0,0,1,0,0,0,0,0,128,128,128,119,9,8,0,0,119,0,0,8,111,0,2,16,101,0,0,0,119,6,1,1,13,95,3,0,0,1,6,40,72,2020,ACCT,611,1,Bradford F. Hepfer,56.25,42.969,0.0,0.0,0.781,0.0,0.0,0.0,0.0,0.0,3.539,3.539,3.0,3.933,3.832,4.0,4.638,5.538
19,3,3,0,0,1,1,0,0,0,25,27,26,9,17,2,0,0,9,0,0,2,7,0,0,0,9,0,1,0,8,1,0,1,1,6,0,0,0,0,2,1,6,2021,ESSM,305,1,Bradford Wilcox,70.37,11.111,11.111,0.0,0.0,3.704,3.704,0.0,0.0,0.0,3.64,3.519,3.0,3.778,4.0,3.778,4.222,5.444
24,3,0,0,0,1,1,0,0,0,27,29,28,14,14,3,1,2,11,0,0,3,11,0,2,5,7,0,0,3,11,0,0,0,3,10,1,0,0,2,1,6,5,2021,ESSM,635,1,Bradford Wilcox,82.759,10.345,0.0,0.0,0.0,3.448,3.448,0.0,0.0,0.0,3.889,3.768,2.714,3.786,3.357,3.786,4.769,5.0
8,3,3,0,0,0,0,0,0,0,14,14,14,9,5,1,0,2,7,0,0,3,6,0,1,3,5,0,0,2,7,0,0,1,1,7,0,0,1,0,2,5,1,2022,RWFM,325,1,Bradford Wilcox,57.143,21.429,21.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.357,3.357,2.778,3.667,3.444,3.778,4.667,4.556
8,0,0,0,0,0,0,0,0,0,8,8,8,8,0,1,0,0,8,0,1,1,6,0,0,1,7,0,0,0,8,0,0,0,2,6,0,0,0,2,0,4,2,2022,WFSC,689,1,Bradford Wilcox,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,3.625,3.875,4.0,4.75,4.75
10,14,0,0,0,0,0,0,0,0,24,24,24,14,10,1,0,3,11,0,0,3,11,0,0,2,12,0,4,3,7,3,0,0,4,7,0,0,0,1,2,5,6,2020,NFSC,204,1,Bradley C. Johnston,41.667,58.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.417,3.417,2.786,3.786,3.857,3.214,3.857,5.143
19,6,0,0,0,0,0,0,0,0,25,25,25,14,11,1,0,1,13,0,0,0,14,0,0,2,12,0,0,8,6,1,0,0,2,11,0,0,0,1,0,3,10,2021,NUTR,204,1,Bradley C. Johnston,76.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,3.76,2.929,4.0,3.857,3.429,4.571,5.571
38,2,1,0,0,0,0,0,0,0,41,41,41,27,14,2,0,5,22,0,1,4,22,0,1,7,19,0,5,8,14,0,0,0,12,15,0,0,0,0,2,11,14,2022,NUTR,481,1,Bradley C. Johnston,92.683,4.878,2.439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.902,3.902,2.815,3.778,3.667,3.333,4.556,5.444
36,40,11,7,0,6,0,0,0,0,94,100,94,87,7,3,0,6,81,0,0,7,80,0,0,21,66,0,0,25,62,1,1,11,33,26,15,1,0,5,25,34,22,2022,AERO,201,1,Bradley L. Worsham,36.0,40.0,11.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,3.117,2.96,2.931,3.92,3.759,3.713,4.139,4.805
179,11,2,0,2,1,0,0,0,0,194,195,194,172,22,3,1,18,153,2,2,32,136,0,20,76,76,0,3,54,115,5,1,16,58,86,6,0,0,4,22,68,78,2021,AERO,401,1,Bradley L. Worsham,91.795,5.641,1.026,0.0,1.026,0.513,0.0,0.0,0.0,0.0,3.881,3.864,2.884,3.756,3.326,3.651,4.319,5.279
169,6,0,0,0,0,0,0,0,0,175,175,175,139,36,4,1,14,124,0,3,20,116,0,3,25,111,0,5,34,100,11,0,9,30,83,6,0,0,1,13,32,93,2020,AERO,402,1,Bradley L. Worsham,96.571,3.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.966,3.966,2.885,3.813,3.777,3.683,4.308,5.561
23,1,0,0,0,0,0,0,0,0,24,24,24,4,20,1,0,0,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,0,4,0,0,0,0,0,1,3,2022,SOMS,380,1,Bradley R. Matthews,95.833,4.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.958,3.958,3.0,4.0,4.0,4.0,5.0,5.75
709,2166,2012,436,84,250,4,0,0,0,5407,5661,5412,4158,1254,12,34,388,3736,105,415,1648,1990,90,610,1814,1644,25,178,929,3026,189,178,647,1812,1264,68,395,147,594,1066,1090,866,2020,MGMT,309,1,Bradley S. Wesner,12.524,38.262,35.541,7.702,1.484,4.416,0.071,0.0,0.0,0.0,2.551,2.46,2.89,3.328,3.205,3.673,3.925,4.18
48,78,37,11,1,2,0,0,0,0,175,177,175,45,130,3,0,2,43,0,0,10,35,0,2,17,26,0,2,5,38,1,1,1,17,25,0,1,0,2,9,19,14,2021,MGMT,363,1,Bradley S. Wesner,27.119,44.068,20.904,6.215,0.565,1.13,0.0,0.0,0.0,0.0,2.92,2.893,2.956,3.778,3.533,3.8,4.422,4.933
30,0,0,0,0,0,0,0,0,0,30,30,30,24,6,1,0,2,22,0,0,2,22,0,0,2,22,0,0,13,11,0,0,0,3,21,0,0,0,1,6,8,9,2022,MGMT,422,1,Bradley S. Wesner,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.917,3.917,3.917,3.458,4.875,5.042
23,3,0,0,0,0,0,0,0,0,26,26,26,23,3,1,0,2,21,0,0,3,20,0,1,4,18,1,1,7,14,2,0,0,4,16,1,1,0,2,2,10,8,2021,MGMT,439,1,Bradley S. Wesner,88.462,11.538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.885,3.885,2.913,3.87,3.739,3.478,4.455,4.913
93,44,7,1,0,1,0,0,0,0,145,146,145,100,45,4,0,4,96,0,3,17,80,0,8,40,52,0,3,15,82,3,0,6,24,66,1,5,0,4,17,43,31,2020,MGMT,655,1,Bradley S. Wesner,63.699,30.137,4.795,0.685,0.0,0.685,0.0,0.0,0.0,0.0,3.579,3.558,2.96,3.77,3.44,3.79,4.515,4.86
21,34,2,0,0,0,0,0,0,0,57,57,57,5,52,1,0,0,5,0,0,3,2,0,1,3,1,0,0,3,2,0,0,0,2,3,0,1,0,1,1,2,0,2022,MGMT,705,1,Bradley S. Wesner,36.842,59.649,3.509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.333,3.333,3.0,3.4,3.0,3.4,4.6,3.6
22,5,0,0,0,0,0,0,0,0,27,27,27,20,7,1,0,0,20,0,0,1,19,0,1,13,6,0,0,2,18,3,0,1,7,5,4,0,0,1,4,7,8,2020,FINC,676,1,Bradley T. Sharpe,81.481,18.519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.815,3.815,3.0,3.95,3.25,3.9,3.688,5.1
18,2,0,0,0,0,0,0,0,0,20,20,20,6,14,2,0,0,6,0,0,0,6,0,0,1,5,0,0,1,5,1,0,1,1,3,0,0,0,0,2,1,3,2020,VPAT,652,1,Bradley Weeks,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,3.9,3.0,4.0,3.833,3.833,3.833,5.167
43,26,4,0,0,1,0,0,0,0,73,74,73,26,47,2,0,3,23,0,0,6,20,0,3,9,14,0,0,4,22,1,0,5,6,10,4,6,0,2,4,9,5,2020,VTPB,410,1,Bradley Weeks,58.108,35.135,5.405,0.0,0.0,1.351,0.0,0.0,0.0,0.0,3.534,3.493,2.885,3.769,3.423,3.846,4.091,3.962
6,8,11,1,0,5,0,0,0,0,26,31,26,18,8,1,1,3,14,0,1,7,10,0,0,7,11,1,1,9,7,0,0,3,6,5,4,1,1,4,4,7,1,2022,MSEN,201,1,Brady Butler,19.355,25.806,35.484,3.226,0.0,16.129,0.0,0.0,0.0,0.0,2.731,2.371,2.722,3.5,3.611,3.222,4.143,4.0
31,51,28,4,4,3,0,0,0,0,118,121,118,100,18,2,0,0,100,0,0,25,75,0,2,35,63,0,6,40,54,1,0,16,46,28,9,1,0,5,29,43,22,2021,MSEN,320,1,Brady Butler,25.62,42.149,23.14,3.306,3.306,2.479,0.0,0.0,0.0,0.0,2.856,2.798,3.0,3.75,3.61,3.48,4.099,4.79
14,8,0,0,0,2,0,0,0,0,22,24,22,14,8,1,0,3,11,0,0,1,13,0,0,5,9,0,0,2,12,0,0,0,2,12,0,0,0,1,1,6,6,2021,MSEN,489,1,Brady Butler,58.333,33.333,0.0,0.0,0.0,8.333,0.0,0.0,0.0,0.0,3.636,3.375,2.786,3.929,3.643,3.857,4.857,5.214
11,0,0,0,0,0,0,0,0,0,11,11,11,8,3,1,0,2,6,0,1,4,3,0,0,2,6,0,2,4,2,1,0,1,3,3,0,1,0,0,1,4,2,2021,MSEN,689,1,Brady Butler,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.75,3.25,3.75,3.0,3.875,4.625
248,51,11,2,2,2,0,0,0,0,314,316,314,72,242,2,0,4,68,0,5,21,46,1,12,23,36,0,0,7,65,0,1,8,20,37,6,3,0,6,11,19,33,2022,GEOL,101,1,Brandi L. Lenz,78.481,16.139,3.481,0.633,0.633,0.633,0.0,0.0,0.0,0.0,3.723,3.703,2.944,3.569,3.306,3.903,4.409,4.972
188,55,17,4,5,4,0,0,0,0,269,273,269,92,177,11,0,6,86,2,2,33,55,0,7,28,57,1,2,20,69,1,0,7,33,42,9,3,5,2,16,30,36,2022,GEOL,102,1,Brandi L. Lenz,68.864,20.147,6.227,1.465,1.832,1.465,0.0,0.0,0.0,0.0,3.55,3.505,2.935,3.533,3.543,3.707,4.386,4.88
143,13,4,1,0,1,0,0,0,0,161,162,161,55,106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,GEOS,110,1,Brandi L. Lenz,88.272,8.025,2.469,0.617,0.0,0.617,0.0,0.0,0.0,0.0,3.851,3.83,0.0,0.0,0.0,0.0,0.0,0.0
85,0,0,0,0,0,0,0,0,0,85,85,85,26,59,3,0,0,26,0,0,6,20,0,2,14,10,0,0,10,16,1,0,2,5,18,0,5,0,2,2,8,9,2020,VLCS,948,1,Brandon J. Dominguez,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,3.769,3.308,3.615,4.5,4.346
18,3,0,0,1,0,0,0,0,0,22,22,22,14,8,1,0,0,14,0,0,3,11,0,1,4,9,0,1,0,13,1,0,0,0,13,0,1,0,0,1,4,8,2022,PHIL,111,1,Brandon J. Wadlington,81.818,13.636,0.0,0.0,4.545,0.0,0.0,0.0,0.0,0.0,3.682,3.682,3.0,3.786,3.571,3.857,4.714,5.214
56,89,32,5,13,2,0,0,0,0,195,197,195,84,111,16,5,29,50,6,17,30,31,2,16,37,29,5,24,32,23,5,3,9,34,31,2,3,5,14,20,29,13,2021,PHIL,482,1,Brandon J. Wadlington,28.426,45.178,16.244,2.538,6.599,1.015,0.0,0.0,0.0,0.0,2.872,2.848,2.536,3.024,3.107,2.869,4.012,4.262
83,25,5,1,3,0,0,0,0,0,117,117,117,85,32,1,0,1,84,1,1,16,67,0,5,42,38,0,0,12,73,1,0,4,24,56,0,7,0,0,14,32,32,2022,PBSI,107,1,Brandon L. Boring,70.94,21.368,4.274,0.855,2.564,0.0,0.0,0.0,0.0,0.0,3.573,3.573,2.988,3.753,3.388,3.859,4.576,4.882
182,81,22,5,14,7,0,0,0,0,304,311,305,198,107,2,0,9,189,1,9,46,142,0,26,76,96,0,6,35,157,4,1,12,71,105,5,17,3,12,48,64,54,2021,PSYC,107,1,Brandon L. Boring,58.521,26.045,7.074,1.608,4.502,2.251,0.0,0.0,0.0,0.0,3.355,3.291,2.955,3.662,3.354,3.763,4.409,4.52
25,33,20,0,2,4,0,0,0,0,80,84,80,49,31,4,0,1,48,1,1,9,38,0,1,6,42,0,0,7,42,2,0,5,8,30,4,0,0,3,4,16,26,2022,PBSI,301,1,Brandon Schmeichel,29.762,39.286,23.81,0.0,2.381,4.762,0.0,0.0,0.0,0.0,2.988,2.869,2.98,3.714,3.837,3.857,4.422,5.327
